APOGEE_ID,RA,DEC,evstate,J,H,K,TEFF,LOGG,ALPHA_M,C_FE,C_N,MG_MN,MN_O,CI_FE,N_FE,O_FE,MG_FE,SI_FE,FE_H,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG
2M18401164+4324434,280.0485,43.4121,1,10.716,10.197,10.069,4695.6143,2.8464983,0.155379,0.15851,0.10610899,0.33693773,-0.28421104,0.29746002,0.052401006,0.19480501,0.2475317,0.18530202,-0.29204154,12.284328,12.840567,11.601996
2M18401969+4348380,280.082,43.8106,1,10.137,9.571,9.467,4723.436,2.8711064,0.01086,-0.016018,-0.213225,0.012745701,0.019331,-0.086373,0.197207,0.010124996,0.042201698,0.019024998,0.049127452,11.759661,12.351526,11.056092
2M18403209+4317133,280.1337,43.287,1,10.952,10.429,10.298,4709.2603,2.693789,0.17707899,0.15389997,0.06213799,0.39309767,-0.268901,0.19956997,0.09176198,0.16649498,0.29069167,0.16434199,-0.35129154,12.53834,13.09996,11.851436
2M18405556+4353012,280.2315,43.8837,1,11.207,10.655,10.578,4952.733,3.000676,0.017616,-0.012749001,-0.21519901,0.045808718,-0.055916026,-0.12526998,0.20245,0.037960008,0.0278527,0.0065430105,-0.17822155,12.687871,13.218032,12.025143
2M18410298+4315506,280.2624,43.2641,2,10.036,9.564,9.484,5117.8726,2.9010854,-0.0428217,-0.1041679,-0.4762,-0.065922186,10000.006,-0.119207904,0.3720321,-9999.99,-0.050061196,-0.0372309,-0.01660855,11.455835,11.956243,10.825836
2M18413176+4358551,280.3823,43.982,1,11.198,10.71,10.572,4796.577,3.1805131,-0.010190001,0.041309997,-0.25541002,-0.037892282,0.084491014,-0.072545,0.29672,-0.0062570274,0.040341705,0.001601994,0.17676845,12.796389,13.367275,12.1038475
2M18414542+4308496,280.4393,43.1471,1,11.013,10.485,10.36,4807.2983,2.6437817,0.057238996,0.074124,-0.14633599,0.0999467,0.034905594,0.041695002,0.22046,-0.0049805976,0.1298717,0.030093003,0.015563451,12.595154,13.168556,11.90063
2M18420846+4315092,280.5353,43.2526,1,10.411,9.868,9.793,4725.525,3.0398765,0.05975,0.13375999,-0.08129001,0.111911684,-0.027438998,0.11321001,0.21505,0.065478995,0.14995168,0.050752,0.14157845,12.0040455,12.572386,11.321816
2M18421097+4331424,280.5457,43.5285,1,10.72,10.17,10.077,4650.347,2.7449327,0.073969,0.0838808,-0.06880401,0.1537135,-0.1296868,0.0454378,0.15268481,0.0881598,0.11218649,0.06473079,-0.00915055,12.416288,13.018301,11.70254
2M18421171+4401098,280.5488,44.0194,1,11.283,10.808,10.704,4844.4946,2.9857416,0.032383002,0.024093002,-0.11937201,0.055434704,1.3200194E-4,-0.053636,0.14346501,0.0076979995,0.063264705,0.031438004,-0.07563755,12.935716,13.500187,12.24687
2M18421481+4740382,280.5617,47.6773,1,10.476,9.981,9.86,4899.9116,3.0432184,-0.017643,-0.041044798,-0.280543,0.005492706,0.051991,-0.10567181,0.2394982,-0.061891805,-0.0044081006,-0.0077887997,0.00944325,12.021349,12.570908,11.350011
2M18425254+4409578,280.719,44.1661,1,11.046,10.551,10.46,4719.904,2.7103891,0.0036379993,0.035920992,-0.065718,0.10080872,-0.11689901,0.020976394,0.101638995,0.06751299,0.051422693,-0.032214,-0.16825154,12.756689,13.337221,12.053984
2M18430594+4708391,280.7748,47.1442,2,10.029,9.55,9.445,4840.782,2.5919607,0.012325,-0.046284303,-0.33424097,-0.028934304,0.112658,-0.0736043,0.28795668,-0.0491853,0.0345384,0.017096702,-0.00581125,11.595726,12.141299,10.927048
2M18431265+4412181,280.8027,44.205,1,11.011,10.481,10.361,4719.658,2.819553,-0.019451,0.038850002,-0.15581,-0.0058780015,0.0299761,-0.047461003,0.19466001,-0.020225003,0.003873095,-0.027457304,0.103588454,12.677378,13.275158,11.963995
2M18432829+4742130,280.8679,47.7036,1,7.738,7.264,7.181,4932.589,3.1765409,-0.025729401,-0.065191,-0.321058,-0.049227294,0.018694993,-0.139593,0.255867,-0.0051990002,-0.0357313,-0.033207774,0.01458145,9.201908,9.718953,8.571438
2M18433431+4700177,280.893,47.0049,1,11.038,10.452,10.34,4557.576,2.769726,0.020305999,0.070481,-0.194489,0.055542707,-0.05007401,0.041043997,0.26497,0.061158,0.0666267,-0.012046993,0.33070844,12.793836,13.437909,12.048447
2M18433632+4308157,280.9014,43.1377,1,10.085,9.509,9.417,4656.5864,2.535528,0.212669,0.099803984,0.10901001,0.46866766,-0.41866097,0.23936997,-0.009206027,0.274595,0.32460168,0.20419198,-0.42441154,11.75571,12.341322,11.051036
2M18434420+4249026,280.9342,42.8174,1,10.589,10.056,9.933,4715.3535,2.792554,-0.008283,0.054538995,-0.068929,-0.032784298,0.0574124,0.023825001,0.123468,-0.0011854023,0.0234427,-0.0037229992,0.032633454,12.274293,12.871591,11.561696
2M18434512+4329358,280.938,43.4933,1,11.154,10.651,10.588,4855.033,2.9900908,0.016957,0.03014499,-0.134995,0.051553696,-0.018828005,-0.02690801,0.16513999,0.017601997,0.05032769,0.005854994,-0.16476154,12.75276,13.3012295,12.076855
2M18434550+4711085,280.9396,47.1857,2,10.485,9.998,9.931,4888.6523,2.7303987,0.0020999983,-0.13139799,-0.55048,0.0245247,0.0360352,-0.123118,0.419082,-0.0037632026,0.056796696,0.019864999,-0.034219548,12.035852,12.566862,11.37747
2M18440657+4705166,281.0274,47.088,1,11.335,10.76,10.64,4615.862,2.8866787,0.014828999,0.095253974,-0.15367603,0.0037447214,0.020650983,0.072849005,0.24893,0.0026330054,0.02702871,0.0057989955,0.41518846,13.028997,13.654077,12.292566
2M18440675+4302134,281.0282,43.0371,1,11.506,10.957,10.891,4633.2007,2.523556,0.214949,0.11509299,0.12147796,0.4484677,-0.363291,0.31748,-0.0063849688,0.25302503,0.33820173,0.173332,-0.5860016,13.108785,13.657659,12.422577
2M18440905+4417307,281.0377,44.2919,1,10.796,10.203,10.102,4482.248,2.3260226,0.193439,0.15676999,0.03316,0.3614977,-0.298001,0.18660998,0.12360999,0.22653499,0.2900317,0.19611198,-0.29253155,12.555664,13.178729,11.821124
2M18441322+4336562,281.0551,43.6156,1,10.084,9.537,9.385,4550.6006,2.7789702,0.0060440004,0.11770201,-0.17470801,-0.05314228,0.114546984,0.06870198,0.29241002,0.020666987,0.08207169,0.005378008,0.33971846,11.870891,12.527729,11.117039
2M18441878+4352026,281.0783,43.8674,2,9.458,8.977,8.825,4839.1074,2.448564,0.086089,0.07064399,-0.04282801,0.19694766,-0.15913898,0.03125301,0.113472,0.076213,0.11402169,0.10188201,-0.32223156,10.997617,11.545278,10.332784
2M18442845+4651265,281.1186,46.8574,1,9.538,9.05,8.916,4683.554,2.6987014,-0.012320001,-0.025779001,-0.304419,-0.062086698,0.049262997,-0.044796005,0.27864,0.023905996,0.011082295,0.0018989965,0.036009453,11.219534,11.808147,10.520221
2M18443911+4223266,281.163,42.3907,2,10.418,9.927,9.819,4936.4673,2.4334278,0.038756996,-0.02831301,-0.236103,0.08399472,-0.127821,-0.051883012,0.20778999,0.10597497,0.06214869,0.01740098,-0.38075155,11.988455,12.529525,11.316996
2M18444591+4247598,281.1913,42.8,1,11.103,10.544,10.445,4757.264,2.711141,0.032909,0.026726007,-0.137434,0.083253704,-0.050996006,-0.008822992,0.16416001,0.047890007,0.080147706,0.04227501,-0.16288155,12.760149,13.3571005,12.044736
2M18445235+4653582,281.2182,46.8995,1,11.444,10.957,10.832,4723.1494,3.1863174,-0.012703,0.08644298,-0.10215697,-0.011234283,0.043183386,0.09534997,0.18859994,-0.009819418,0.022129685,-0.04695201,0.37456846,13.072175,13.643892,12.374684
2M18445478+4346201,281.2283,43.7723,1,11.498,10.993,10.884,4811.6836,3.0590336,0.013420999,0.088524,-0.095218,0.009450704,0.072371,0.036307,0.183742,-0.025891997,0.055929706,0.017067999,0.08009945,13.140362,13.708121,12.444973
2M18450198+4637195,281.2583,46.6221,1,8.861,8.349,8.207,4705.173,2.9123535,0.0037939996,0.04580699,-0.29405302,-0.0275563,0.068883985,0.023926988,0.33986002,0.020580009,0.061907694,0.0013450086,0.24346845,10.483774,11.071106,9.792931
2M18451162+4733251,281.2985,47.557,2,9.914,9.414,9.327,4895.3105,2.4941769,-0.0013369992,-0.072501995,-0.287602,-0.0044752806,0.019557983,-0.21489,0.2151,-0.047934003,-0.0328513,0.027402006,-0.12099155,11.434138,11.970028,10.775962
2M18451278+4208537,281.3033,42.1483,2,9.005,8.575,8.456,5092.5166,2.8195705,-0.027046701,-0.048036903,-0.40401098,-0.0479272,9999.981,-0.1302059,0.35597408,-9999.99,-0.0566452,3.4610182E-4,-0.02467955,10.499611,11.021419,9.85576
2M18452413+4209269,281.3506,42.1575,1,11.349,10.762,10.615,4591.078,2.6846502,0.0043209977,0.084259,-0.060081005,-0.008044273,0.022332996,0.024792999,0.14434001,0.010230988,0.024519712,-0.0026379973,0.24591845,13.149243,13.811522,12.3815155
2M18452695+4440119,281.3623,44.67,1,11.463,10.946,10.843,4732.7563,2.9274435,0.062789,0.105289,-0.038178995,0.2164227,-0.20857602,0.086688995,0.14346799,0.128863,0.13670969,0.008702997,-0.06356455,13.0667515,13.624811,12.378799
2M18453956+4335021,281.4149,43.5839,1,10.462,9.973,9.886,4762.9814,2.7416182,0.227769,0.14365,0.14704901,0.46470767,-0.45148095,0.25948998,-0.0033990145,0.30491498,0.3181417,0.191542,-0.59841156,12.020312,12.548182,11.35832
2M18454090+4416503,281.4204,44.2807,1,11.423,10.878,10.82,4848.929,2.8909836,0.156059,0.080707,-0.191043,0.31618768,-0.282731,0.09531,0.27175,0.22054501,0.25400168,0.129172,-0.19612154,12.965387,13.499155,12.299712
2M18454285+4800452,281.4286,48.0126,1,9.067,8.496,8.36,4502.119,2.4065392,0.061346002,0.08361,-0.05711499,0.1757917,-0.144876,0.085056,0.14072499,0.085691,0.1166067,0.066859,-0.033802547,10.790394,11.416883,10.0629835
2M18455933+4202516,281.4972,42.0477,1,10.208,9.636,9.543,4761.2656,2.787697,-0.020289,-0.022316001,-0.066404,-0.0075803995,-0.009452999,-0.075874,0.044088,0.010798998,-0.0062344,-0.023584,-0.08165355,11.829322,12.410572,11.13101
2M18460364+4342483,281.5152,43.7134,1,11.443,10.879,10.833,4907.301,3.024202,0.030377999,0.038485005,-0.173635,0.08002972,-0.09299102,0.01441361,0.21212001,0.086515,0.073553704,0.040535003,-0.14607155,12.935129,13.46641,12.27087
2M18460389+4755134,281.5162,47.9204,1,10.816,10.371,10.301,5107.7354,3.065434,0.02891,0.043611005,-0.10261899,0.04066471,10000.009,0.0044264197,0.14623,-9999.99,0.0588687,0.022215992,-0.17752154,12.230013,12.7104,11.612632
2M18460645+4307485,281.5269,43.1302,1,11.492,10.945,10.806,4664.6987,2.886599,-0.011838,0.045623988,-0.252906,-0.08647731,0.14119801,-0.010331005,0.29852998,-0.032184005,0.022536695,0.005255997,0.26649845,13.175175,13.7833395,12.448742
2M18460922+4651047,281.5385,46.8513,1,10.475,9.897,9.785,4591.557,2.6420293,0.080319,0.129174,-0.0783,0.1975027,-0.13406602,0.053748995,0.207474,0.126609,0.1900457,0.057154,-0.034210548,12.155249,12.761878,11.437022
2M18461319+4215352,281.555,42.2598,1,11.363,10.798,10.705,4678.194,2.7849674,0.006889999,0.035702992,-0.04761001,0.023862705,0.035895996,-0.014249001,0.083313,-1.7600134E-4,0.0595827,-0.012251001,0.060556453,13.112874,13.735743,12.372786
2M18462085+4407070,281.5869,44.1186,1,11.424,10.807,10.686,4600.608,2.6989412,0.0028930008,0.078732,-0.180528,-0.048645318,0.091852516,0.041795984,0.25926,1.2148917E-4,0.043328688,0.017328992,0.24046846,13.1167965,13.747697,12.374292
2M18462322+4337041,281.5968,43.6178,2,7.757,7.236,7.127,4877.07,2.5256147,0.007224001,-0.027672999,-0.221203,0.0018868148,-0.014605008,-0.09793001,0.19353001,0.011859,-8.591935E-4,0.006062001,-0.12425155,9.24286,9.773737,8.599893
2M18462535+4311114,281.6057,43.1865,1,11.104,10.601,10.474,4696.644,3.0798736,0.028807,0.069846004,-0.16332403,0.1160617,-0.06364201,-0.01639998,0.23317003,0.06047201,0.112891704,-0.0017259866,0.21698844,12.726396,13.3103485,12.024243
2M18462545+4243415,281.6061,42.7282,1,10.817,10.296,10.164,4729.601,2.7295272,0.025196001,0.032025002,-0.20277798,-0.0020352975,0.0021189973,0.0021600015,0.23480299,0.048753,0.0488367,0.03262,-0.05998955,12.514853,13.117938,11.794586
2M18463409+4308006,281.6421,43.1335,1,10.705,10.149,10.062,4701.1797,3.0070968,-0.022994,0.029043019,-0.20928702,0.004653707,0.011105984,-0.044794977,0.23833004,-0.037411973,-0.021652281,-0.01668498,0.27265844,12.327963,12.918923,11.618882
2M18463498+4208233,281.6458,42.1398,1,9.844,9.329,9.211,4695.7095,2.8314292,0.157599,0.13553001,-0.049050003,0.31630772,-0.28913105,0.16127001,0.18458001,0.21501501,0.2421917,0.13449201,-0.17260155,11.438948,12.005729,10.752326
2M18463672+4636281,281.653,46.6078,1,11.312,10.744,10.664,4743.8574,2.9239624,-0.01103,0.008863017,-0.300857,-0.0075972974,0.042709485,-0.08712799,0.30972004,-0.018216476,0.016895711,0.003041014,0.19056845,12.909805,13.490332,12.214346
2M18464309+4223144,281.6795,42.3874,1,9.394,8.783,8.732,4746.3115,2.445411,0.22169901,0.08351505,-0.07697499,0.45837772,-0.556991,0.15461004,0.16049004,0.37940505,0.28079176,0.23888204,-0.63536155,11.000514,11.573059,10.309185
2M18464331+4237431,281.6805,42.6287,1,10.037,9.471,9.309,4660.767,2.580223,0.038393997,0.029021002,-0.13639799,0.059357703,-0.0108600035,0.034808002,0.165419,0.037054002,0.0855517,0.028504,-0.10187155,11.714329,12.33252,10.986199
2M18465123+4237504,281.7135,42.6307,1,10.273,9.72,9.584,4655.4136,2.9166028,0.029192999,0.094805,-0.13451499,0.023822725,0.016828,0.029529005,0.22931999,0.033905983,0.07455671,0.015160978,0.25509846,11.956867,12.578348,11.2298765
2M18465381+4739353,281.7242,47.6598,1,10.27,9.723,9.624,4722.7544,3.1407073,-0.020345,0.028457016,-0.215413,0.01042071,0.038378,-0.024856001,0.24387002,-0.028344005,0.020454705,-0.04385099,0.28378844,11.866693,12.454268,11.167801
2M18470805+4822177,281.7836,48.3716,1,10.872,10.313,10.209,4720.987,2.5082073,0.045332,0.047296986,-0.072513,0.04664272,-0.03546901,0.028172985,0.119809985,0.06576298,0.07693669,0.068004996,-0.25925153,12.50055,13.07706,11.804237
2M18470819+4426322,281.7841,44.4423,1,10.162,9.578,9.466,4556.6777,2.3123972,0.221289,0.11261001,0.07260001,0.48038766,-0.44723096,0.2359,0.040010005,0.259135,0.2922917,0.195102,-0.46812156,11.825558,12.419313,11.11543
2M18472059+4721371,281.8358,47.3603,1,11.082,10.531,10.426,4610.003,2.4776917,0.199649,0.14931,0.043200016,0.46878773,-0.37449104,0.24284999,0.10610998,0.238265,0.3325617,0.23535198,-0.31837153,12.72104,13.286545,12.021073
2M18472107+4434313,281.8378,44.5754,1,10.135,9.646,9.557,4864.922,2.9617949,-0.019957,-0.054408997,-0.209751,0.006814696,-0.025431,-0.10453799,0.155342,0.012311995,-0.006304309,-0.025285378,-0.08962855,11.680705,12.218841,11.022558
2M18472487+4353280,281.8536,43.8911,2,8.194,7.749,7.599,4898.1045,2.8185384,-0.011895001,0.008064017,-0.48163593,-0.09519629,0.09382129,-0.10044998,0.48969996,0.0022327155,8.5771084E-4,0.03674002,0.23262845,9.690847,10.213064,9.04535
2M18472500+4308044,281.8542,43.1346,1,11.147,10.623,10.531,4805.2944,2.7957501,0.031559996,0.0047315955,-0.2311784,0.05818572,-0.044294015,-0.058509007,0.23591,0.04296799,0.056859694,0.043085992,-0.17165154,12.720672,13.271345,12.041714
2M18472507+4348303,281.8545,43.8084,1,11.305,10.813,10.71,4851.357,3.1547198,-0.007716,0.023394,-0.14297399,-0.002749295,0.027708597,-0.057816,0.166368,-0.010638601,0.0143207,-0.003312,0.01361945,12.853703,13.401943,12.180035
2M18472579+4218133,281.8575,42.3037,1,11.299,10.78,10.709,4933.8115,3.0513124,0.043468997,-0.00519,-0.100899994,0.10316673,-0.14977103,-0.050257996,0.095709994,0.11894501,0.07234071,0.02747801,-0.23603155,12.826716,13.3571005,12.162848
2M18474407+4613071,281.9336,46.2186,1,10.131,9.534,9.391,4483.013,2.3372383,0.174039,0.13332999,0.04771298,0.3607077,-0.29894102,0.11150199,0.085617006,0.201505,0.2632717,0.168262,-0.29637155,11.84813,12.468515,11.116007
2M18474873+4215142,281.9531,42.254,1,11.47,10.934,10.804,4721.1636,2.7652333,0.126539,0.13875,0.058272004,0.20101771,-0.124221005,0.14642,0.080478,0.132765,0.20956169,0.093081996,-0.12423155,13.159528,13.749632,12.440576
2M18474887+4405004,281.9536,44.0834,1,11.447,10.932,10.835,4843.645,3.0206857,0.018760998,-0.01258732,-0.206749,0.009742197,0.0431208,-0.09601832,0.19416168,-0.01914362,0.033719376,0.01165268,-2.8873002E-4,12.980743,13.52659,12.303504
2M18475111+4626142,281.963,46.4373,1,10.477,9.935,9.806,4713.897,2.6325374,2.9199943E-4,0.005335301,-0.2183747,-0.0063242987,0.034813203,0.041477002,0.22371,-0.010529205,0.017959699,0.012952,-0.14147155,12.087613,12.665132,11.391935
2M18475872+4404481,281.9947,44.0801,1,10.152,9.542,9.452,4636.9287,2.5553374,0.005711999,0.033327997,-0.088690005,0.013392307,-0.022257008,-0.020071,0.122018,0.030955002,0.0220903,0.028607,-0.07308555,11.803211,12.406938,11.082462
2M18480300+4352031,282.0125,43.8675,1,10.128,9.608,9.507,4954.1865,2.8665056,0.015496001,0.011049986,-0.116459996,0.045995712,-0.070687026,-0.028783023,0.12750998,0.04271099,0.018019676,0.013256997,-0.35553154,11.592309,12.113036,10.94467
2M18480557+4448510,282.0232,44.8142,2,9.469,8.986,8.854,4828.522,2.4807887,-0.015171001,0.011047304,-0.1974467,-0.055122294,0.068082996,-0.152446,0.20849401,-0.050316,-0.037355296,0.0072690025,-0.06229455,11.026116,11.587776,10.353315
2M18482034+4226016,282.0848,42.4338,2,7.976,7.458,7.351,4971.0586,2.6437817,-0.0432547,-0.09896601,-0.35711,-0.02681531,-8.839965E-4,-0.169426,0.258144,-0.046460003,-0.07415931,-0.019840702,-0.031873547,9.3766575,9.892232,8.745815
2M18482329+4701378,282.0971,47.0272,1,9.182,8.603,8.522,4756.385,2.9065206,-0.020274,-0.046638012,-0.474958,-0.11705276,0.15914997,-0.15213,0.42832,-0.038085997,0.004011214,1.3199449E-4,0.32246846,10.762316,11.343849,10.074838
2M18482629+4747141,282.1095,47.7873,1,11.254,10.774,10.708,4947.2627,3.175848,0.040844,0.089012995,-0.035926998,0.0721997,-0.012695,-0.040931,0.12493999,0.009068996,0.0685737,0.056141987,-0.22275154,12.801495,13.321498,12.146713
2M18483131+4645419,282.1305,46.7616,1,10.785,10.297,10.188,4877.42,3.1824253,0.0073780008,0.07678799,0.021747995,0.027014706,-0.024932005,0.0026567988,0.05504,0.012739997,0.014822699,0.007921997,0.03546145,12.326134,12.869873,11.661992
2M18483639+4233370,282.1517,42.5603,1,10.747,10.253,10.168,4900.8047,2.9739108,0.031081997,0.052010015,-0.09246999,0.120456725,-0.11328402,0.033643007,0.14448,0.061498016,0.06867072,0.030614018,-0.28064156,12.351579,12.899859,11.672922
2M18484092+4802514,282.1705,48.0476,1,9.815,9.26,9.149,4778.3506,2.651453,0.015754,-0.026873007,-0.20283301,0.08358272,-0.07818802,-0.09589,0.17596,0.03243199,0.037826695,-7.420033E-4,-0.15821154,11.462025,12.05614,10.756797
2M18484269+4439597,282.1779,44.6666,1,10.73,10.252,10.174,4926.9717,3.1638377,0.017058998,0.0049823,-0.2334877,0.008246705,0.01911299,-0.019422002,0.23847,0.013951004,0.041310698,0.011126004,-0.11715155,12.23086,12.749561,11.58297
2M18484354+4831515,282.1814,48.531,1,10.708,10.173,10.056,4801.8423,2.632223,0.067479,0.103048,0.07881099,0.18032768,-0.18857099,0.092482984,0.024237007,0.141905,0.13366169,0.093122005,-0.37837154,12.295392,12.848188,11.616634
2M18484776+4712565,282.199,47.2157,2,11.105,10.558,10.428,4625.029,2.474632,-0.0302805,0.05922702,-0.221753,-0.14202109,0.17554098,-0.02450797,0.28098002,-0.02770698,0.005812913,0.0045840144,0.31273845,12.836834,13.462249,12.108516
2M18485526+4242570,282.2303,42.7159,1,9.269,8.691,8.627,4792.5596,2.7705054,0.012306001,-0.041037,-0.270305,0.03337671,-0.011098005,-0.116582006,0.22926801,0.004584998,0.026863702,0.020743001,-0.08110455,10.84879,11.417173,10.165707
2M18485612+4329190,282.2339,43.4886,1,8.766,8.267,8.158,4795.279,2.7620187,0.021056999,-0.015643016,-0.237213,0.014853701,-0.011968002,-0.060677007,0.22156999,0.01556199,0.01844769,0.013963997,-0.12729155,10.333972,10.884096,9.668615
2M18485678+4236290,282.2366,42.6081,1,9.11,8.505,8.364,4626.1865,2.41601,0.056648,0.021405011,-0.096365005,0.097204715,-0.07242003,0.029484004,0.117770016,0.06535402,0.0901387,0.05681202,-0.24309155,10.8059,11.435965,10.07528
2M18485682+4627430,282.2368,46.462,1,10.816,10.29,10.223,4750.386,2.8101642,-2.4300069E-4,0.02844511,-0.31476486,-0.1099983,0.1026732,-0.041310996,0.34320998,-0.0052091926,-0.012534291,0.015546009,0.14207844,12.48151,13.063981,11.783
2M18490094+4428209,282.2539,44.4725,2,8.685,8.202,8.098,4943.285,2.528285,0.0058859996,0.05148001,-0.07717,0.014036715,-0.018574998,-0.045521006,0.12865001,-0.015991002,-0.020529285,0.033254012,-0.22969155,10.169548,10.698241,9.525197
2M18490224+4822195,282.2594,48.3721,1,10.699,10.211,10.107,4958.136,3.2128148,-0.0262747,0.009924307,-0.0902577,0.03818772,-0.003790617,-0.049665995,0.100182004,-0.017095394,0.017301708,-0.083624996,-0.11083155,12.23031,12.759318,11.573204
2M18490561+4220324,282.2734,42.3423,1,9.916,9.466,9.367,4980.9453,3.1724741,0.036592998,0.005910039,-0.15993999,0.12877071,-0.11092301,0.01822424,0.16585003,0.068897024,0.086744726,0.032847017,-0.28815156,11.360254,11.855743,10.734737
2M18490564+4631406,282.2735,46.528,1,10.788,10.243,10.15,4675.4463,2.690237,-0.022101,0.024730003,-0.15695101,-0.034953292,0.016112752,-0.052150995,0.181681,-0.008069759,-0.0269103,-0.013486998,0.020705452,12.451925,13.044165,11.745985
2M18490724+4229073,282.2802,42.4854,1,11.367,10.902,10.818,5049.494,2.8361,0.270679,0.030627131,10000.0205,0.6569377,-0.844251,0.2562201,-9999.99,0.5262551,0.3389418,0.2658921,-1.1593616,12.855147,13.337708,12.217285
2M18490829+4326418,282.2846,43.445,1,9.713,9.215,9.131,4842.5,2.8698163,0.008632001,-0.026368007,-0.230808,0.0010087192,-0.040393025,-0.09136,0.20444,0.054077,0.014692694,0.021038994,-0.16777155,11.255334,11.80048,10.59529
2M18491107+4625444,282.2962,46.429,1,9.746,9.201,9.075,4575.9536,2.66814,0.073739,0.11451401,-0.12175001,0.14056769,-0.112911,0.11869401,0.23626402,0.113359004,0.1410157,0.060158994,0.024048451,11.423425,12.02747,10.7094555
2M18491542+4745000,282.3143,47.75,2,9.569,9.082,9.017,4971.28,2.4434905,0.048685998,0.05072099,-0.111238986,0.07066068,-0.044497967,-0.015253007,0.16195998,0.044951975,0.07111469,0.04261899,-0.43471155,11.08699,11.60942,10.443248
2M18492541+4703405,282.3559,47.0613,1,8.61,8.038,7.91,4631.3413,2.5601041,-0.023428,-0.041693985,-0.34849402,-0.07657029,0.099608496,-0.19309999,0.30680004,-0.0054544955,0.017583713,-0.008810997,0.13945845,10.282873,10.89601,9.576231
2M18492749+4654567,282.3646,46.9158,1,11.058,10.5,10.367,4510.6875,2.486971,0.06426,0.123083994,-0.10897702,0.0758677,-0.064291,0.080651,0.23206101,0.116566,0.1281427,0.093603,0.07987745,12.846149,13.4884815,12.101797
2M18493004+4808458,282.3752,48.1461,1,10.017,9.512,9.412,5041.7134,3.2869835,0.016477998,-0.067811996,-0.279522,0.06245771,9999.987,-0.10889,0.21171,-9999.99,0.05994171,0.0064470023,-0.15627155,11.45355,11.961562,10.816015
2M18493114+4440466,282.3798,44.6796,2,9.543,9.073,8.955,4923.5645,2.4643955,0.028859,-0.029653981,-0.23524399,0.038040698,-0.025004,-0.09282,0.20559001,0.0022680014,0.0153047,0.039792,-0.23812155,11.075257,11.611493,10.422242
2M18493210+4446058,282.3838,44.7683,1,10.107,9.628,9.461,4708.1465,2.912818,0.007796999,0.081648,-0.041689992,0.07250169,-0.037032,0.059346996,0.12333799,0.015211999,0.050681688,-0.014130004,0.09365045,11.79287,12.374839,11.094065
2M18493475+4740178,282.3948,47.6716,2,10.01,9.527,9.428,4935.2725,2.4816408,0.00581,-0.03420499,-0.216265,0.036274716,0.006762281,-0.09010899,0.18206,-0.007748291,0.035288706,0.021123007,-0.14205155,11.584361,12.13188,10.916509
2M18493578+4838112,282.3991,48.6365,1,10.839,10.311,10.18,4715.7773,2.7765489,0.052289,0.023295,0.045142002,0.1601457,-0.13694899,0.012925498,-0.021847002,0.09961999,0.1228167,0.007430993,-0.089588545,12.475193,13.056374,11.774503
2M18495146+4622483,282.4645,46.3801,1,10.518,9.975,9.867,4580.876,2.6964128,-0.0028109998,0.033260003,-0.18573,-0.017402291,0.07260199,-0.045491993,0.21899,8.200109E-5,0.0552817,-0.03605801,0.18857846,12.256518,12.884377,11.526817
2M18495269+4404330,282.4696,44.0759,1,10.117,9.579,9.462,4679.527,2.8325305,-0.013928,-0.0043630004,-0.267173,-0.11316329,0.130639,-0.087000005,0.26281,-0.029695004,-0.012219295,0.0059729964,0.21188845,11.80592,12.412886,11.093024
2M18495312+4406375,282.4713,44.1104,1,11.102,10.466,10.349,4627.347,2.645269,0.119169,0.15953,0.014589995,0.22469772,-0.21417104,0.18913999,0.14494,0.168445,0.1789717,0.122412,-0.18249154,12.70615,13.303325,11.9914255
2M18500304+4622264,282.5127,46.374,1,9.595,9.053,8.921,4554.3936,2.5665014,0.093279004,0.09457201,-0.07839,0.1494267,-0.09859001,0.124152005,0.17296201,0.130877,0.1817137,0.051117007,-0.06709455,11.270765,11.876281,10.560212
2M18500383+4316049,282.516,43.2681,2,7.684,7.209,7.061,4706.6475,2.46342,-0.033114,0.005303994,-0.30732602,-0.11650729,0.130917,-0.016752005,0.31263,-0.027853012,-0.013443306,-0.03453301,0.17392845,9.323938,9.905309,8.643249
2M18500537+4441557,282.5224,44.6988,2,10.148,9.695,9.558,4914.018,2.5441072,0.0026279986,0.0078072995,-0.1921527,-0.009248294,0.038095005,-0.07609999,0.19996,-0.03724101,-0.008394301,0.029748999,-0.113521546,11.670077,12.20525,11.010947
2M18500567+4605490,282.5237,46.097,1,9.73,9.178,9.066,4686.9795,2.694703,0.049888,0.041861996,-0.069688,0.14880171,-0.12700602,0.081809,0.111549996,0.06864999,0.0904457,0.024025,-0.11368155,11.32318,11.895445,10.639402
2M18501029+4842518,282.5429,48.7144,1,11.568,10.987,10.91,4700.8228,2.5286772,0.029138997,0.029063016,-0.025532007,0.10687375,-0.16576104,0.10534002,0.054595023,0.079245016,0.020357728,-0.001819998,-0.29721156,13.186062,13.752903,12.4887905
2M18501136+4318562,282.5474,43.3156,2,8.362,7.825,7.692,4741.3696,2.5008652,-0.03338598,-0.029716,-0.28574604,-0.11389229,0.12641498,-0.17413,0.25603002,-0.040940993,-0.028418288,0.008060008,0.15419845,9.97388,10.563322,9.283111
