APOGEE_ID,RA,DEC,evstate,J,H,K,TEFF,LOGG,ALPHA_M,C_FE,C_N,MG_MN,MN_O,CI_FE,N_FE,O_FE,MG_FE,SI_FE,FE_H,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG
2M19541358+4131579,298.5566,41.5328,1,11.58,10.959,10.831,4864.8833,2.9200974,0.011266999,0.013407305,-0.2069057,-0.030812293,0.075286195,-0.019775003,0.220313,-0.019182198,0.025291704,0.021725997,-0.102241546,13.422353,14.095453,12.639347
2M19541761+4200244,298.5734,42.0068,1,11.34,10.797,10.624,4797.2974,3.131359,-0.005799001,0.052349,-0.277941,-0.0977523,0.17332998,-0.05116999,0.33029,-0.050035983,0.025541693,-0.0022729933,0.32788846,13.221541,13.913208,12.430772
2M19541998+4222053,298.5833,42.3682,2,10.016,9.471,9.316,4753.9326,2.6204915,-0.008657001,0.023673892,-0.37635612,-0.096255094,0.14985502,-0.051528037,0.40003002,-0.04759103,0.0060088933,0.028336972,0.30442846,11.85245,12.528949,11.08241
2M19542213+4655472,298.5922,46.9298,1,11.48,10.974,10.839,4992.684,2.9569073,0.0064809993,-0.062887,-0.200965,0.02392371,0.018332992,-0.145772,0.138078,-0.0103790015,0.0318777,-0.024927001,-0.051211547,13.201788,13.801499,12.473432
2M19542240+4707165,298.5934,47.1213,1,9.855,9.288,9.149,4631.274,2.5687275,0.178629,0.14820999,0.06275001,0.3782677,-0.29127097,0.20852998,0.08545998,0.22158499,0.3085817,0.14977199,-0.33788154,11.59133,12.21851,10.856156
2M19542270+4352063,298.5946,43.8684,2,9.745,9.19,9.058,4793.871,2.4825723,-0.023052,-0.032216996,-0.248373,-0.050167292,0.07738599,-0.14919399,0.216156,-0.035383996,-0.008165296,0.0058450066,0.04984245,11.520784,12.1696005,10.769868
2M19542487+4759482,298.6036,47.9967,2,10.641,10.108,10.002,4817.409,2.5428233,-0.023529802,0.03966999,-0.17415,-0.0930873,0.11788,-0.060920008,0.21382,-0.050968006,-0.026175305,0.0055639967,0.11109845,12.380431,13.00316,11.648686
2M19542568+4002582,298.607,40.0495,1,10.469,9.912,9.771,4827.3813,3.0671282,-0.00908,-0.011958003,-0.439238,-0.078179285,0.12464598,-0.069757,0.42728,-0.038941994,0.007524699,0.014358997,0.21779846,12.157933,12.774159,11.428975
2M19542809+4036452,298.617,40.6126,1,10.742,10.118,10.016,4696.619,2.649195,-0.014866,-0.07242049,-0.331088,-0.032780796,0.050848898,-0.16775249,0.2586675,-0.0041328,0.013935301,-0.0241092,-0.008920651,12.559085,13.214649,11.797927
2M19542848+4001357,298.6187,40.0266,1,10.718,10.138,10.046,4819.1045,3.0389044,0.0022090003,-0.07912798,-0.53325796,-0.08655688,0.12779498,-0.18713999,0.45413,-0.030650988,0.010587111,0.014076009,0.21743844,12.456593,13.082248,11.719215
2M19542929+4033240,298.6221,40.5567,1,11.445,10.89,10.823,4915.745,3.0308208,0.058674,0.087761015,0.029669017,0.2137677,-0.16994101,0.07971001,0.058091998,0.086595,0.1304217,0.04121101,-0.29869154,13.115499,13.6980715,12.399012
2M19543360+4010082,298.64,40.169,2,9.014,8.486,8.359,5018.9487,2.7503986,-0.031368002,-0.118535,-0.40837997,-0.0543823,0.06784201,-0.236675,0.289845,-0.088885,-0.0754253,0.010983,0.01731545,10.607962,11.190775,9.909463
2M19543657+4633104,298.6524,46.5529,2,9.012,8.52,8.401,4887.7964,2.5914128,-0.02658,-0.086802,-0.262692,-0.071362294,0.045418497,-0.18545,0.17589,-0.0181115,-0.044055298,-0.007779002,0.06299745,10.670131,11.238155,9.954698
2M19543671+4343229,298.653,43.723,1,11.141,10.58,10.436,4645.8447,2.970231,0.043003,0.067678005,-0.147012,0.11416173,-0.05663702,0.04684803,0.21469,0.042531013,0.100055724,0.018949002,0.27757844,12.968599,13.633814,12.19835
2M19543809+4051119,298.6587,40.8533,1,11.327,10.761,10.615,4936.3096,3.1869178,-0.019544002,-0.066286,-0.31569,-0.056784105,0.097286,-0.092206,0.24940401,-0.031517003,0.008984897,-0.047222,0.042703453,13.188527,13.87454,12.396087
2M19544044+4829516,298.6685,48.4977,1,9.144,8.548,8.407,4623.5693,2.6022823,0.032406002,0.059294198,-0.08129601,0.06835091,-0.0734622,0.0337532,0.1405902,0.056725193,0.0516139,0.020461198,-0.01829055,10.759324,11.364765,10.050845
2M19544115+4408522,298.6715,44.1478,1,9.17,8.642,8.474,4839.1187,2.930525,0.0013489984,0.0015287995,-0.2827802,-0.014225299,0.0593642,-0.109991,0.284309,-0.0272132,0.0179257,0.0045120027,0.02843845,10.825311,11.436798,10.107091
2M19544154+4405397,298.6731,44.0944,1,9.264,8.715,8.619,4968.6895,2.793925,-0.017996,-0.065671,-0.279662,-0.0074205883,-0.02014601,-0.107759,0.213991,0.030185001,0.0026184022,-0.0024369992,-0.050246548,10.897545,11.490547,10.193474
2M19544173+4746527,298.6739,47.7813,1,11.031,10.409,10.247,4734.864,2.597581,0.013629001,4.403144E-4,-0.11919969,0.007356733,-0.06396203,0.0055799335,0.11964001,0.08188601,0.025280714,0.012248009,-0.16606155,12.803452,13.456553,12.044921
2M19544590+4215202,298.6913,42.2556,1,9.885,9.273,9.178,4740.5835,2.5759184,0.037658997,0.048720002,-0.1446,0.046775714,-0.054634005,0.03714201,0.19332,0.073358,0.06549971,0.041106015,-0.25600156,11.698183,12.349722,10.943764
2M19544656+4705201,298.694,47.0889,1,7.98,7.438,7.354,4628.108,2.5880046,0.25090897,0.14705998,0.050259978,0.4710377,-0.41524097,0.27005,0.0968,0.293335,0.3491317,0.253502,-0.40941155,9.600471,10.170008,8.919552
2M19544785+4010138,298.6994,40.1705,1,10.882,10.306,10.222,4772.2466,2.8646655,0.176039,0.15187001,0.06293,0.36989772,-0.29970104,0.22517002,0.08894001,0.19628502,0.26648173,0.13315201,-0.31825155,12.685464,13.3281145,11.927201
2M19544795+4724473,298.6998,47.4131,2,7.667,7.196,7.075,4855.502,2.4817188,-0.013205001,-0.073503,-0.34357703,-0.010258144,-0.0034049954,-0.16996601,0.270074,0.017556999,0.0038938597,0.025362002,-0.03989955,9.235008,9.79221,8.568142
2M19544857+4343055,298.7024,43.7182,2,9.52,9.086,8.946,5080.06,2.7430723,-0.0286394,-0.121948004,-0.47411,0.007186707,9999.938,-0.24558799,0.352162,-9999.99,-0.0442893,-0.018075999,0.00343845,11.099984,11.650616,10.426427
2M19545070+4800270,298.7113,48.0075,2,10.911,10.43,10.302,5133.25,2.733556,-0.0016399994,-0.08704499,-0.481707,0.021090701,9999.994,-0.18240798,0.39466202,-9999.99,0.0250417,-0.019443698,-0.09645855,12.496465,13.06004,11.807078
2M19545270+4015091,298.7196,40.2525,2,8.457,7.951,7.816,4873.595,2.5936975,-0.030226601,-0.008802995,-0.286802,-0.06268929,0.07440699,-0.13024099,0.277999,-0.05201499,-0.040297292,0.013456009,0.08883945,10.082956,10.670637,9.390775
2M19545273+4810439,298.7197,48.1789,1,10.813,10.234,10.123,4758.1055,2.6811666,0.010943998,0.065855995,-0.047934003,0.009074703,-0.0076260045,0.07146999,0.11379,0.028199993,0.029648691,6.4100325E-4,-0.14671154,12.51812,13.135044,11.789768
2M19545375+4025221,298.724,40.4228,2,10.276,9.719,9.564,4798.8833,2.5986543,-0.020924,-0.011332989,-0.30856302,-0.11656511,0.1679,-0.13793999,0.29723004,-0.045785993,0.0055488944,6.110072E-4,0.26818845,12.116594,12.793828,11.3429
2M19545865+4208094,298.7444,42.136,2,10.717,10.087,10.01,4902.233,2.4783182,0.036279,8.3990395E-4,-0.1598201,0.04881771,-0.048037007,-0.118010014,0.16066,0.034811005,0.035591707,0.027051002,-0.18572155,12.538718,13.195031,11.77533
2M19545905+4830067,298.7461,48.5019,1,11.433,10.865,10.742,4746.1777,2.5561476,0.25015903,0.14165998,0.20560402,0.46166763,-0.4259609,0.32344997,-0.06394404,0.31405497,0.3497617,0.19987202,-0.78125155,13.064924,13.632312,12.360349
2M19550225+4345541,298.7594,43.765,1,11.33,10.778,10.654,4681.809,2.8325307,0.138419,0.15143001,0.021990001,0.3978677,-0.31763104,0.22692001,0.12944001,0.17908502,0.2593217,0.130332,-0.18533155,13.109233,13.737814,12.358984
2M19550246+4715182,298.7603,47.2551,1,10.782,10.112,9.995,4607.204,2.6259801,0.058045,0.09684299,-0.03394501,0.1497337,-0.136117,0.052816,0.130788,0.12212299,0.1357397,0.054799,0.05415545,12.528501,13.192974,11.766722
2M19550249+4003100,298.7604,40.0528,1,10.018,9.48,9.403,4925.9985,3.2184741,-0.012700001,-0.032403998,-0.22194001,0.01969549,0.0063539892,-0.064472996,0.189536,-0.026767,-7.175207E-4,0.0067019984,-0.085904546,11.620323,12.177406,10.93636
2M19550276+4831294,298.7615,48.5249,2,11.237,10.647,10.495,4733.6846,2.505932,0.022331,0.123189986,-0.07952002,-0.09276551,0.06404601,0.062436983,0.20271,0.038617983,0.009898484,0.002794981,0.12673846,13.000667,13.645059,12.250441
2M19550357+4541194,298.7649,45.6887,1,11.262,10.637,10.496,4867.2637,2.8959846,0.0155030005,0.015792891,-0.1279071,0.059844717,-0.071640015,-0.048579007,0.14369999,0.06569399,0.053898692,0.017098993,-0.20030154,13.090561,13.769962,12.304375
2M19550411+4025062,298.7671,40.4184,2,10.655,10.135,9.972,4839.001,2.4917269,-0.0048060007,-0.0039249994,-0.281271,-0.019146295,0.071274996,-0.074003994,0.27734601,-0.024315001,0.027813701,0.007050002,0.012011452,12.452544,13.083522,11.701276
2M19550512+4345587,298.7713,43.7663,1,11.084,10.513,10.35,4677.13,2.9931133,0.002609998,0.084040016,-0.20826003,-0.08637628,0.13476878,0.017565101,0.29230005,-0.013474792,0.034917712,0.0038540065,0.33842844,13.031455,13.631295,12.174234
2M19550618+4057400,298.7758,40.9611,2,11.002,10.467,10.374,5147.4375,2.8918483,-0.043506,-0.0744213,-0.40981,-0.0309733,9999.938,-0.1683913,0.33538872,-9999.99,-0.08302761,-0.035756305,0.0019667502,12.771512,13.398291,12.026147
2M19550623+4821281,298.776,48.3578,1,10.741,10.146,10.044,4736.783,2.5751503,0.061114,0.08415501,0.031584993,0.12535068,-0.183951,0.002054602,0.052570015,0.13764502,0.0790447,0.072412014,-0.32831156,12.468775,13.085623,11.739946
2M19550651+4202457,298.7771,42.0461,2,9.962,9.377,9.273,4773.405,2.533069,-0.0283646,-0.014107004,-0.332107,-0.11431329,0.146993,-0.075759,0.318,-0.060359,-0.027679294,-0.0112020075,0.15385845,11.88747,12.559859,11.0845995
2M19550899+4032069,298.7875,40.5353,1,11.458,10.855,10.704,4635.253,2.8399434,-9.699911E-5,0.04922399,-0.249286,-0.092484295,0.09984699,-0.030146003,0.29851,0.010587007,0.0179497,-0.008406997,0.38590845,13.3704405,14.0646305,12.5733385
2M19551185+4824200,298.7994,48.4056,1,8.244,7.65,7.497,4545.1724,2.3608503,0.16353899,0.11903998,0.0044229925,0.3201377,-0.29414102,0.105371,0.11461699,0.205365,0.23136169,0.17199199,-0.26944155,9.942573,10.559854,9.224191
2M19551320+4149376,298.805,41.8271,1,11.014,10.423,10.352,4820.489,2.997084,0.085129,0.04030101,-0.095539,0.20297772,-0.187121,-0.013631985,0.13584001,0.116955005,0.13281171,0.07595201,-0.19175155,12.672216,13.264461,11.958214
2M19551809+4648074,298.8254,46.8021,2,8.361,7.923,7.746,4913.6577,2.5542803,-0.015388001,-0.0493476,-0.339742,-0.061261296,0.050537795,-0.1281056,0.2903944,-0.0014904011,-0.012213901,0.017192401,0.00533605,10.037544,10.637122,9.333508
2M19552320+4820307,298.8467,48.3419,2,10.666,10.075,9.961,4862.3066,2.5430803,0.017319001,-0.0527059,-0.25543898,0.017962806,-0.004489105,-0.2080569,0.2027331,0.0213141,0.0347878,0.0431981,-0.01193255,12.418903,13.059436,11.670346
2M19552566+4805590,298.8569,48.0997,1,10.377,9.791,9.67,4721.508,2.548713,0.073589,0.04104501,0.0015569925,0.16437772,-0.18982103,0.02322802,0.039488018,0.115055025,0.08961171,0.07321203,-0.37579155,12.06275,12.673263,11.340122
2M19552590+4817247,298.858,48.2902,1,10.929,10.28,10.136,4490.927,2.3834915,0.152999,0.14141001,-0.0036900043,0.30227774,-0.263431,0.18127,0.14510001,0.18580501,0.22465171,0.142302,-0.18658155,12.760451,13.435695,11.987608
2M19553002+4137168,298.8751,41.6213,1,9.599,8.987,8.898,4634.428,2.6764607,0.041376002,0.021828001,-0.093868,0.108012706,-0.08827101,-0.015336998,0.115696006,0.059652,0.0793937,0.041138,-0.01711855,11.369764,12.026199,10.612104
2M19553610+4026057,298.9005,40.4349,1,10.318,9.737,9.617,4810.5273,2.6768975,0.0077960007,-0.094399996,-0.31748998,0.023754708,0.007705994,-0.11864001,0.22309,-0.0060020015,0.025458701,0.0013649985,-0.119561546,12.147966,12.802693,11.382459
2M19553674+4016323,298.9031,40.2757,2,9.82,9.275,9.126,4855.0757,2.505529,0.009312,-0.023040004,-0.25182799,-0.01218579,0.011491992,-0.059629,0.22878799,0.016476996,0.015783198,0.021081999,-0.06929655,11.669036,12.338665,10.899393
2M19553943+4816047,298.9143,48.268,1,10.952,10.381,10.275,4792.979,2.8341293,0.027665999,-0.049429003,-0.328098,0.039983712,-0.024325006,-0.113520995,0.278669,0.034319,0.049977705,0.036507994,0.041231453,12.65704,13.28113,11.9229965
2M19554265+4131218,298.9277,41.5227,2,8.603,8.047,7.963,4798.4126,2.594338,-0.017800001,-0.016051993,-0.32462198,-0.100035295,0.10972899,-0.13248,0.30857,-0.023874998,-0.014181301,0.011694014,0.15310845,10.254515,10.847618,9.547407
2M19554347+4823414,298.9311,48.3948,2,11.137,10.601,10.46,4956.5894,2.457901,0.053531997,0.012325168,-0.14035481,0.09081671,-0.20043102,-0.09588003,0.15267998,0.17318499,0.06357068,0.048615992,-0.27826154,12.799784,13.394831,12.08422
2M19554378+4527330,298.9324,45.4592,2,9.828,9.227,9.079,4865.045,2.5491748,-0.014644001,0.102979004,-0.078676,0.035772715,-0.029171024,0.0106780045,0.181655,-0.051203992,-0.0446023,0.007805001,-0.05597255,11.820183,12.5770645,10.990992
2M19554430+4637264,298.9346,46.624,1,10.72,10.211,10.08,4963.829,2.9148107,-0.013715001,-0.069938004,-0.323549,-0.04208929,0.071259394,-0.117579006,0.253611,-0.032631002,-0.003460899,-0.002948001,0.073684454,12.501712,13.139751,11.755637
2M19554580+4132096,298.9408,41.536,2,9.201,8.686,8.59,5057.4355,2.754297,-0.015111001,-0.058027998,-0.322998,0.0037707388,9999.94,-0.11455999,0.26497,-9999.99,-0.045825288,-0.013068691,-0.11972155,10.769658,11.337208,10.085249
2M19554693+4015394,298.9455,40.261,1,11.123,10.585,10.429,4758.4233,3.1098542,-0.016515,0.075717986,-0.19377202,-0.11635336,0.14411905,-0.009454012,0.26949,-0.024465084,0.0033006072,-0.017048001,0.36574847,13.010076,13.696917,12.224707
2M19554808+4532293,298.9504,45.5415,2,9.844,9.255,9.09,4867.468,2.6744978,-0.022371002,-0.023128994,-0.386499,-0.0769313,0.100641,-0.11077,0.36337,-0.047510996,-0.023801297,0.0017310083,0.12487845,11.859543,12.626912,11.025714
2M19554863+4723488,298.9527,47.3969,1,10.969,10.403,10.249,4796.0107,2.652074,-0.019144,-0.0055970997,-0.2167971,-0.034497306,0.108988,-0.10617,0.2112,-0.060677,0.013813697,-0.017977,0.10630845,12.7753105,13.434271,12.012369
2M19555016+4416022,298.959,44.2673,1,11.231,10.689,10.521,4737.188,2.9645643,-0.022226,-0.0038460046,-0.305826,0.029925704,-0.002831906,-0.018202007,0.30198002,-0.0031141043,0.023979694,-0.021635309,0.22818846,13.097847,13.772808,12.31467
2M19555019+4054042,298.9592,40.9012,2,9.137,8.599,8.464,4849.156,2.6379724,-0.010534,-0.09744,-0.47674,-0.0804822,0.140439,-0.13006,0.3793,-0.048084997,0.0118718,-0.0036459863,0.17072845,10.783703,11.385019,10.073254
2M19555191+4031514,298.9663,40.531,1,9.511,8.927,8.79,4662.9497,2.6829507,-0.007374,-0.020259991,-0.27283996,-0.066051304,0.122749895,-0.12308,0.25258,-9.3589723E-4,0.055762693,-0.02360402,0.17148845,11.35237,12.029697,10.583906
2M19555439+4426299,298.9767,44.4417,1,11.174,10.561,10.494,4730.1816,2.7574103,0.171759,0.13897999,0.039444,0.42851773,-0.32960102,0.28555998,0.09953599,0.20618498,0.3051017,0.180592,-0.34655154,12.987996,13.639296,12.224236
2M19555453+4637075,298.9772,46.6188,2,8.702,8.199,8.03,4856.209,2.5056088,-0.0322107,-0.048060603,-0.27969602,-0.034574896,0.045965858,-0.1172146,0.2316354,-0.012131659,-7.407004E-4,-0.021735698,-0.00433875,10.446866,11.082936,9.708849
2M19555727+4505360,298.9886,45.0933,1,10.001,9.386,9.268,4821.005,3.0272791,-0.0011739992,-0.040752,-0.41029197,-0.06331429,0.072466984,-0.062017,0.36953998,0.010326996,0.019479692,-0.0032690018,0.14277846,11.8000555,12.464455,11.033858
2M19555949+4435327,298.9979,44.5924,1,10.49,9.856,9.776,4817.343,2.9841127,0.005874999,-0.033461,-0.259311,0.051818695,-0.012619995,-0.048448,0.22585,0.0023519956,0.041550696,0.0072899982,-0.058459546,12.307425,12.977446,11.5351
2M19560456+4103248,299.019,41.0569,1,10.91,10.345,10.208,4859.2363,2.9866042,0.032774,-0.0408352,-0.336959,0.16855921,-0.14923051,-0.110586196,0.2961238,0.0470418,0.0663705,4.8379973E-4,-0.00283885,12.791998,13.478694,12.005555
2M19560536+4158316,299.0224,41.9755,1,9.122,8.545,8.448,4639.1357,2.569696,0.184839,0.13081,0.041574985,0.34654766,-0.32220095,0.18535,0.08923501,0.215235,0.23958169,0.167912,-0.39712155,10.843469,11.453289,10.128251
2M19560561+4146000,299.0234,41.7667,1,9.585,9.069,8.957,4807.838,3.128186,0.090969,0.097733,0.064651,0.2428077,-0.23131101,0.101137005,0.033082,0.128575,0.14007169,0.081522,-0.11171155,11.193106,11.764537,10.505299
2M19560637+4332110,299.0266,43.5364,1,9.946,9.504,9.366,4939.275,3.151533,0.038857996,0.015567005,-0.083546996,0.10333371,-0.10493602,-0.048156977,0.099114,0.04786001,0.046257704,0.034999013,-0.27643156,11.50258,12.036251,10.8372555
2M19560675+4035100,299.0281,40.5861,1,8.181,7.602,7.457,4574.274,2.5731778,-0.0365721,-0.04370901,-0.45114905,-0.19478336,0.21436498,-0.15766001,0.40744004,-0.020011008,-4.2939186E-4,-0.0102835,0.32731846,10.040333,10.728978,9.271434
2M19560750+4149238,299.0313,41.8233,2,11.211,10.625,10.519,4811.0854,2.5773957,-0.016749,0.0033469945,-0.334853,-0.1808393,0.203494,-0.1016,0.33819997,-0.042630002,-0.019975305,0.004616007,0.21703845,13.104983,13.789258,12.316857
2M19560786+4119507,299.0328,41.3308,1,10.24,9.723,9.663,4908.169,2.9501765,0.028048001,-0.035899997,-0.28193,0.06022872,-0.063694015,-0.048601,0.24603,0.054588005,0.05112271,0.033140004,-0.23174155,11.887819,12.459764,11.191607
2M19561009+4712169,299.042,47.2047,2,8.915,8.418,8.262,4957.8555,2.559248,0.017481,-0.069628,-0.280479,0.01650671,-0.014481008,-0.16227898,0.210851,0.027270995,0.029296696,0.017421,-0.096087545,10.61408,11.223688,9.896749
2M19561144+4531167,299.0477,45.5213,1,9.353,8.765,8.622,4846.201,3.0632353,-0.0295927,-0.080453,-0.362816,-0.009546295,0.029102996,-0.146387,0.282363,-0.030125,-0.010568298,-0.041371997,0.08448545,11.059342,11.715984,10.311102
2M19561179+4726462,299.0491,47.4462,2,11.398,10.875,10.774,5098.509,2.961221,-0.010673001,-0.067823,-0.372391,-0.03398429,10000.037,-0.140572,0.304568,-9999.99,0.012671702,-0.029496804,0.097461455,13.088406,13.688938,12.364164
2M19561255+4434303,299.0523,44.5751,2,8.818,8.25,8.158,4903.029,2.5661004,-0.021727,-0.044596,-0.342834,-0.014096295,0.039833996,-0.086768,0.298238,-0.04326,-0.0175223,-0.0114939995,0.046667453,10.535157,11.169492,9.800069
2M19561324+4019377,299.0552,40.3272,2,11.401,10.748,10.62,4648.2915,2.591034,-0.006965,0.009253997,-0.24654199,-0.0220083,0.0400804,0.009234797,0.255796,-0.011279402,0.006792698,-0.0052700024,0.026610453,13.360248,14.075922,12.549137
2M19561757+4812225,299.0732,48.2063,1,9.834,9.338,9.212,4924.2017,2.9728608,-0.006442001,-0.055129,-0.28798598,-0.010220289,0.016566195,-0.14820302,0.23285699,-0.019131206,-0.012785301,-0.0094540045,-0.088192545,11.368259,11.920844,10.696775
2M19562021+4739480,299.0842,47.6633,1,10.619,9.995,9.918,4827.097,2.584011,0.028552,-0.043542027,-0.23511201,0.08322871,-0.15889102,-0.081408024,0.19156998,0.10631499,0.030652672,0.028892994,-0.40295154,12.391025,13.037105,11.633982
2M19562340+4601376,299.0975,46.0271,1,10.639,10.01,9.906,4703.399,2.8978796,0.033542,0.058172,-0.079970986,0.1102107,-0.066305004,0.0160986,0.13814299,0.054714996,0.0986207,0.038055,0.037261453,12.463919,13.1415825,11.688976
2M19562594+4804234,299.1081,48.0732,1,11.328,10.687,10.586,4658.391,2.596014,0.191029,0.12551,0.067453,0.42931774,-0.33780104,0.20872,0.05805701,0.24876502,0.34028172,0.146732,-0.40270156,13.183946,13.855537,12.398437
2M19562817+4010497,299.1174,40.1805,2,10.714,10.152,10.014,4918.8438,2.5735528,0.0042710006,-0.04811376,-0.349082,-0.017291754,0.07779566,-0.08880076,0.30096823,-0.068858765,-0.008354859,0.0077752415,-0.0034244503,12.5892515,13.268563,11.806646
2M19562835+4439582,299.1182,44.6662,1,10.872,10.29,10.205,4775.57,3.0003612,0.172889,0.13737,0.065414,0.3856177,-0.322071,0.16442,0.07195601,0.202775,0.26632172,0.16221201,-0.30122155,12.64792,13.271481,11.906223
2M19562964+4138282,299.1235,41.6412,2,11.509,10.932,10.78,4863.008,2.528285,-0.0433816,0.025537003,-0.12557699,-0.11686029,0.12791398,-0.078642,0.15111399,-0.067596994,-0.056543298,0.006885998,-0.08069455,13.383168,14.048164,12.601553
2M19563061+4155556,299.1276,41.9321,1,11.231,10.676,10.532,4705.188,2.697167,0.025281,0.0682698,-0.13267499,-0.0046814904,0.011652194,0.0693028,0.2009448,0.046733797,0.0537045,0.0111908,-0.01505055,13.161881,13.8244095,12.368351
2M19563448+4107135,299.1437,41.1204,1,11.439,10.864,10.708,4787.2603,2.927095,-0.014803,0.01521109,-0.30178893,-0.0645597,0.09345901,-0.030021012,0.31700003,-0.014375016,0.014524296,-0.0044290125,0.16690846,13.346752,14.033323,12.55052
2M19563508+4801004,299.1462,48.0168,2,10.134,9.619,9.529,5080.1533,2.803733,-0.022906002,-0.13427898,-0.4632,-0.032657295,9999.995,-0.23144901,0.32892102,-9999.99,-0.027697299,-0.03467405,0.02008845,11.790006,12.395207,11.068002
2M19564015+4035334,299.1673,40.5926,1,10.441,9.87,9.771,4858.9707,3.0165224,0.009471998,-0.019051999,-0.480323,-5.452931E-4,0.076580994,-0.041941,0.461271,0.011523999,0.0875597,-0.0040799975,0.06278245,12.167683,12.78887,11.431166
2M19564072+4351427,299.1697,43.8619,1,9.768,9.198,9.044,4816.5537,2.6915944,0.0032549985,-0.046561994,-0.312832,-0.0023452993,0.016975999,-0.054042995,0.26627,0.0074420013,0.0220727,-0.0063850004,-0.03073555,11.52585,12.169939,10.777371
2M19564100+4020103,299.1708,40.3362,2,10.484,9.897,9.748,4743.835,2.5464215,-0.014661001,0.09102,-0.12694001,-0.079545274,0.13899398,0.024186105,0.21796001,-0.034129992,0.025318712,0.013391003,0.21548845,12.391535,13.088144,11.6009245
2M19564169+4733296,299.1737,47.5582,2,8.35,7.882,7.746,5010.2705,2.4757817,0.053244002,-0.034108013,-0.30195802,0.05448872,-0.07026401,-0.106649995,0.26785,0.062828004,0.04705271,0.053526998,-0.33784154,9.935342,10.484276,9.270697
2M19564396+4107329,299.1832,41.1258,1,9.507,8.944,8.876,4937.688,2.9576547,0.116279006,0.069635004,0.065301985,0.23776767,-0.34162098,0.054277003,0.0043330193,0.256945,0.1530917,0.10416201,-0.50791156,11.014115,11.541409,10.35749
2M19564452+4435306,299.1855,44.5918,1,11.127,10.553,10.406,4746.4497,3.0858846,0.007089,0.055640996,-0.399799,-0.0837363,0.14326441,8.702278E-5,0.45543998,0.0036095977,0.06313771,0.015920997,0.38689846,13.042645,13.742791,12.248287
2M19564547+4024350,299.1895,40.4097,1,11.113,10.531,10.438,4835.111,2.8010151,0.158209,0.14274997,0.18695998,0.34906763,-0.40294093,0.25391996,-0.044210017,0.28744495,0.23357165,0.12278196,-0.5803015,12.85158,13.455833,12.115458
2M19564553+4802486,299.1897,48.0468,1,11.154,10.506,10.407,4613.9185,2.6550734,0.121269,0.171682,0.04664001,0.1787767,-0.14998001,0.19377199,0.12504199,0.164127,0.1929237,0.10111399,-0.057554547,13.090803,13.812464,12.273192
2M19564758+4351029,299.1983,43.8508,1,10.34,9.76,9.622,4784.375,2.924724,-0.016124,0.009890601,-0.23714839,0.009954706,0.03364472,-0.057699997,0.24703899,-0.018876724,0.024722703,-0.022943996,0.08989345,12.0651655,12.699945,11.321118
2M19564935+4054389,299.2056,40.9108,1,11.26,10.724,10.626,5048.666,2.8617735,-0.0319095,0.15206529,-0.105929986,-0.017524302,9999.947,0.1303453,0.25799528,-9999.99,-0.060785003,-0.0041187005,0.00217315,13.037348,13.670548,12.280373
2M19565652+4656373,299.2355,46.9437,1,8.764,8.247,8.131,4871.711,3.0215352,-0.019352,-0.024398014,-0.44224805,-0.13233879,0.163681,-0.11982001,0.41785002,-0.03644702,-0.00510481,0.011180997,0.23551846,10.447344,11.061788,9.7301445
2M19565842+4714292,299.2434,47.2415,1,11.37,10.681,10.581,4633.773,2.8266237,-0.016069,0.079837024,-0.269923,-0.062033296,0.12715384,0.04763201,0.34976003,-0.0024398267,0.06268072,0.008098006,0.32387844,13.328278,14.069433,12.501191
2M19570026+4343352,299.2511,43.7265,1,10.734,10.149,10.046,4789.3745,2.803672,-0.008617001,-0.034953997,-0.33866102,-0.055289693,0.056028992,-0.121123,0.303707,0.008775003,0.009514302,0.021505002,0.024615452,12.524498,13.178971,11.764348
2M19570371+4347206,299.2655,43.7891,1,8.847,8.32,8.215,4904.85,3.1562333,-0.015326001,-0.034678996,-0.303999,-0.07258829,0.059965596,-0.113369994,0.26932,-0.014428601,-0.027051292,-0.0010959953,0.14432845,10.444034,11.02747,9.75174
2M19570418+4724077,299.2674,47.4022,2,8.808,8.258,8.158,4953.203,2.4661267,0.039699003,-0.013597012,-0.202487,0.080311686,-0.161161,-0.022727996,0.18889,0.13266501,0.05181569,0.03419301,-0.30281156,10.434935,11.016816,9.743054
2M19570428+4043126,299.2678,40.7202,1,10.497,9.899,9.821,4830.779,2.8359313,0.017492,-0.061634995,-0.322925,0.04431071,-0.05067601,-0.10489,0.26129,0.056900002,0.050534703,0.0011160001,-0.11671155,12.23081,12.86064,11.488364
2M19570452+4044117,299.2689,40.7366,1,11.113,10.58,10.498,4853.5674,3.154816,-0.020159,-0.002914995,-0.38789502,-0.18099329,0.17627199,-0.062071003,0.38498002,-0.010968,-0.015689299,-0.0026312917,0.18414845,12.918828,13.565998,12.163212
2M19570459+4731424,299.2692,47.5285,1,10.275,9.772,9.632,4925.1455,3.0241115,-0.008734001,-0.059412017,-0.209482,5.516112E-4,2.8198957E-4,-0.12536003,0.15006998,-0.006798014,-0.0059644133,-0.0071590096,-0.18856154,11.932282,12.521514,11.222942
